Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
4,1266,2320,2731,5064,7795
1,1555,2443,839,1555,2394
1,1555,2443,717,1555,2272
1,713,1120,161,713,874
1,2171,3578,1335,2171,3506
1,1266,2320,683,1266,1949
1,1083,1701,550,1083,1633
3,1555,2443,1711,4665,6376
2,713,1120,769,1426,2195
3,344,540,556,1032,1588
1,344,540,191,344,535
2,1912,3400,1480,3824,5304
1,2171,3578,906,2171,3077
1,1519,2443,582,1519,2101
2,487,783,247,974,1221
2,1555,2443,897,3110,4007
3,2171,3578,2826,6513,9339
1,1898,3375,870,1898,2768
1,2171,3578,620,2171,2791
1,344,540,174,344,518
4,713,1120,1046,2852,3898
1,1555,2443,570,1555,2125
2,344,540,252,688,940
1,1252,2295,997,1252,2249
1,1252,2295,997,1252,2249
3,1555,2443,2591,4665,7256
2,1555,2443,750,3110,3860
3,1555,2443,1711,4665,6376
1,1083,1701,584,1083,1667
1,2171,3578,906,2171,3077
1,1252,2295,997,1252,2249
2,1266,2320,1366,2532,3898
1,1252,2295,997,1252,2249
4,1266,2320,4030,5064,9094
1,2171,3578,620,2171,2791
2,1555,2443,701,3110,3811
1,2171,3578,763,2171,2934
2,1083,1701,760,2166,2926
4,487,783,777,1948,2725
3,1252,2295,1683,3756,5439
1,308,565,246,308,554
4,2171,3578,2479,8684,11163
1,713,1120,385,713,1098
1,713,1120,161,713,874
2,1519,2443,1506,3038,4544
1,1519,2443,484,1519,2003
2,1555,2443,994,3110,4104
2,344,540,252,688,940
1,2171,3578,1335,2171,3506
3,713,1120,1087,2139,3226
1,487,783,280,487,767
1,2171,3578,656,2171,2827
4,713,1120,822,2852,3674
2,2171,3578,1240,4342,5582
3,1252,2295,2234,3756,5990
4,2171,3578,3052,8684,11736
1,2171,3578,620,2171,2791
1,344,540,99,344,443
4,344,540,503,1376,1879
2,1252,2295,1352,2504,3856
1,1083,1701,397,1083,1480
1,344,540,110,344,454
1,344,540,99,344,443
1,2171,3578,1335,2171,3506
1,2171,3578,1264,2171,3435
4,295,540,937,1180,2117
1,2171,3578,906,2171,3077
1,1083,1701,584,1083,1667
1,1083,1701,244,1083,1327
2,1555,2443,848,3110,3958
2,344,540,370,688,1058
2,2171,3578,2671,4342,7013
1,1266,2320,1008,1266,2274
1,487,783,186,487,673
3,713,1120,1154,2139,3293
4,713,1120,1449,2852,4301
1,2171,3578,763,2171,2934
1,344,540,110,344,454
1,344,540,185,344,529
4,420,769,1273,1680,2953
2,713,1120,724,1426,2150
1,2171,3578,763,2171,2934
2,1555,2443,1678,3110,4788
1,713,1120,228,713,941
3,1083,1701,1803,3249,5052
2,344,540,198,688,886
1,344,540,99,344,443
2,713,1120,523,1426,1949
2,344,540,219,688,907
1,1555,2443,570,1555,2125
1,344,540,126,344,470
1,1266,2320,567,1266,1833
3,713,1120,1187,2139,3326
2,487,783,247,974,1221
3,1252,2295,2854,3756,6610
1,1266,2320,1031,1266,2297
1,1083,1701,584,1083,1667
4,344,540,503,1376,1879
4,344,540,395,1376,1771
2,2171,3578,2742,4342,7084
3,2171,3578,4114,6513,10627
3,1266,2320,2257,3798,6055
1,2171,3578,1157,2171,3328
2,2171,3578,1884,4342,6226
1,713,1120,172,713,885
4,713,1120,1538,2852,4390
2,2171,3578,2671,4342,7013
1,1266,2320,1031,1266,2297
3,1252,2295,2991,3756,6747
3,1555,2443,2517,4665,7182
1,1555,2443,839,1555,2394
3,713,1120,784,2139,2923
1,2171,3578,1371,2171,3542
2,2171,3578,2671,4342,7013
2,308,565,333,616,949
3,1252,2295,2234,3756,5990
4,1252,2295,2520,5008,7528
3,2171,3578,2289,6513,8802
3,713,1120,1154,2139,3293
1,344,540,110,344,454
1,344,540,83,344,427
3,2171,3578,2718,6513,9231
1,308,565,138,308,446
3,1555,2443,2371,4665,7036
1,1083,1701,550,1083,1633
1,1555,2443,570,1555,2125
1,1519,2443,753,1519,2272
1,1555,2443,570,1555,2125
3,1083,1701,1752,3249,5001
4,344,540,330,1376,1706
1,1266,2320,683,1266,1949
1,1266,2320,683,1266,1949
1,487,783,132,487,619
2,344,540,154,688,842
1,487,783,124,487,611
1,295,540,132,295,427
1,295,540,126,295,421
1,1555,2443,839,1555,2394
1,1555,2443,839,1555,2394
3,1083,1701,1650,3249,4899
2,344,540,252,688,940
3,713,1120,784,2139,2923
3,713,1120,515,2139,2654
4,295,540,526,1180,1706
1,1555,2443,839,1555,2394
1,1555,2443,839,1555,2394
3,713,1120,616,2139,2755
4,487,783,1121,1948,3069
1,1252,2295,882,1252,2134
2,308,565,277,616,893
2,2171,3578,2313,4342,6655
1,713,1120,396,713,1109
2,487,783,373,974,1347
2,2171,3578,2313,4342,6655
1,487,783,124,487,611
1,1083,1701,380,1083,1463
3,1555,2443,1345,4665,6010
1,344,540,185,344,529
1,344,540,83,344,427
1,2171,3578,1335,2171,3506
1,1252,2295,745,1252,1997
3,1252,2295,1614,3756,5370
2,344,540,349,688,1037
1,344,540,83,344,427
1,1252,2295,745,1252,1997
2,1898,3375,2819,3796,6615
4,1555,2443,2282,6220,8502
1,2171,3578,1335,2171,3506
2,487,783,373,974,1347
1,1555,2443,839,1555,2394
1,1555,2443,570,1555,2125
1,487,783,155,487,642
3,344,540,556,1032,1588
2,2171,3578,2671,4342,7013
1,713,1120,385,713,1098
1,1519,2443,900,1519,2419
2,1555,2443,1141,3110,4251
1,1083,1701,244,1083,1327
2,1555,2443,750,3110,3860
4,1083,1701,1383,4332,5715
2,344,540,241,688,929
1,1555,2443,864,1555,2419
3,295,540,443,885,1328
2,1266,2320,1505,2532,4037
4,2171,3578,2479,8684,11163
1,344,540,126,344,470
2,713,1120,769,1426,2195
2,1083,1701,488,2166,2654
3,1555,2443,1711,4665,6376
1,1083,1701,380,1083,1463
1,1519,2443,484,1519,2003
2,713,1120,769,1426,2195
1,344,540,110,344,454
1,1252,2295,538,1252,1790
1,1898,3375,870,1898,2768
4,2171,3578,5342,8684,14026
4,1519,2443,3305,6076,9381
3,487,783,794,1461,2255
1,487,783,288,487,775
3,713,1120,1187,2139,3326
1,1555,2443,864,1555,2419
2,344,540,252,688,940
1,1083,1701,601,1083,1684
1,344,540,191,344,535
1,344,540,110,344,454
2,2171,3578,2671,4342,7013
1,308,565,184,308,492
1,1266,2320,1008,1266,2274
1,2171,3578,1335,2171,3506
4,1519,2443,3501,6076,9577
1,344,540,185,344,529
1,344,540,126,344,470
1,344,540,126,344,470
1,420,769,334,420,754
1,2171,3578,620,2171,2791
1,2171,3578,906,2171,3077
2,2171,3578,1884,4342,6226
1,713,1120,205,713,918
1,1555,2443,570,1555,2125
1,344,540,126,344,470
4,344,540,762,1376,2138
4,344,540,395,1376,1771
4,1252,2295,2520,5008,7528
2,2171,3578,2671,4342,7013
2,1555,2443,1678,3110,4788
2,344,540,219,688,907
1,1083,1701,261,1083,1344
2,308,565,503,616,1119
1,1252,2295,676,1252,1928
1,1266,2320,961,1266,2227
1,1912,3400,1420,1912,3332
4,2171,3578,3624,8684,12308
1,2171,3578,835,2171,3006
3,1555,2443,2517,4665,7182
1,713,1120,161,713,874
1,1555,2443,570,1555,2125
1,713,1120,250,713,963
1,344,540,120,344,464
1,713,1120,396,713,1109
2,713,1120,523,1426,1949
3,487,783,371,1461,1832
3,344,540,556,1032,1588
3,1266,2320,3023,3798,6821
1,2171,3578,906,2171,3077
4,2171,3578,5342,8684,14026
1,1555,2443,717,1555,2272
4,344,540,741,1376,2117
3,713,1120,784,2139,2923
2,344,540,252,688,940
2,420,769,636,840,1476
1,1519,2443,387,1519,1906
2,1555,2443,1678,3110,4788
3,344,540,232,1032,1264
1,2171,3578,906,2171,3077
2,1252,2295,1122,2504,3626
1,420,769,188,420,608
1,1555,2443,302,1555,1857
3,2171,3578,1645,6513,8158
3,2171,3578,3040,6513,9553
3,1083,1701,1752,3249,5001
2,344,540,349,688,1037
3,308,565,500,924,1424
1,2171,3578,620,2171,2791
1,487,783,280,487,767
1,487,783,280,487,767
3,713,1120,1154,2139,3293
2,344,540,154,688,842
1,713,1120,228,713,941
1,1083,1701,618,1083,1701
3,2171,3578,2718,6513,9231
2,295,540,479,590,1069
2,713,1120,500,1426,1926
4,344,540,309,1376,1685
3,713,1120,784,2139,2923
1,344,540,126,344,470
4,1252,2295,2703,5008,7711
2,1252,2295,1122,2504,3626
4,713,1120,1449,2852,4301
4,713,1120,1001,2852,3853
3,344,540,232,1032,1264
4,344,540,438,1376,1814
1,2171,3578,1371,2171,3542
2,2171,3578,2742,4342,7084
1,1252,2295,745,1252,1997
1,1912,3400,1420,1912,3332
1,2171,3578,1335,2171,3506
1,1083,1701,210,1083,1293
1,1555,2443,717,1555,2272
2,344,540,219,688,907
4,295,540,699,1180,1879
4,1266,2320,3010,5064,8074
1,1252,2295,745,1252,1997
3,344,540,232,1032,1264
3,1083,1701,1497,3249,4746
4,1083,1701,1247,4332,5579
1,487,783,241,487,728
1,1083,1701,397,1083,1480
1,1083,1701,312,1083,1395
3,344,540,556,1032,1588
1,344,540,174,344,518
4,1252,2295,4080,5008,9088
3,2171,3578,4006,6513,10519
1,1519,2443,582,1519,2101
2,1519,2443,1750,3038,4788
1,713,1120,385,713,1098
4,1555,2443,1793,6220,8013
1,1555,2443,375,1555,1930
1,1555,2443,448,1555,2003
1,344,540,185,344,529
1,713,1120,172,713,885
1,344,540,126,344,470
3,2171,3578,4006,6513,10519
1,344,540,185,344,529
3,420,769,1024,1260,2284
1,713,1120,362,713,1075
1,1519,2443,875,1519,2394
1,1555,2443,717,1555,2272
1,344,540,77,344,421
1,1519,2443,484,1519,2003
1,487,783,155,487,642
1,713,1120,385,713,1098
1,1083,1701,346,1083,1429
3,1266,2320,1909,3798,5707
3,1252,2295,2027,3756,5783
4,1555,2443,3161,6220,9381
2,1555,2443,701,3110,3811
1,1083,1701,210,1083,1293
3,1083,1701,1803,3249,5052
2,344,540,198,688,886
4,2171,3578,5485,8684,14169
1,344,540,191,344,535
1,1555,2443,864,1555,2419
1,1252,2295,561,1252,1813
1,420,769,318,420,738
1,1555,2443,302,1555,1857
2,1083,1701,1100,2166,3266
1,1083,1701,397,1083,1480
1,344,540,185,344,529
3,713,1120,1187,2139,3326
1,344,540,126,344,470
4,1083,1701,1043,4332,5375
1,344,540,110,344,454
4,344,540,698,1376,2074
3,308,565,415,924,1339
4,1252,2295,2979,5008,7987
1,1252,2295,745,1252,1997
2,1519,2443,1750,3038,4788
2,344,540,198,688,886
1,713,1120,385,713,1098
1,1555,2443,570,1555,2125
1,1083,1701,244,1083,1327
1,344,540,196,344,540
3,1266,2320,3092,3798,6890
4,713,1120,1449,2852,4301
2,1555,2443,701,3110,3811
1,1555,2443,497,1555,2052
1,1083,1701,397,1083,1480
4,2171,3578,5628,8684,14312
3,1252,2295,1683,3756,5439
3,1266,2320,1631,3798,5429
1,1266,2320,1008,1266,2274
4,1555,2443,2184,6220,8404
1,344,540,185,344,529
3,2171,3578,4006,6513,10519
3,713,1120,1154,2139,3293
1,1519,2443,826,1519,2345
3,487,783,724,1461,2185
3,1555,2443,1491,4665,6156
1,1555,2443,570,1555,2125
3,344,540,377,1032,1409
1,1252,2295,745,1252,1997
3,420,769,1001,1260,2261
2,1252,2295,1443,2504,3947
1,713,1120,385,713,1098
3,487,783,841,1461,2302
3,2171,3578,1860,6513,8373
4,1083,1701,2200,4332,6532
1,1555,2443,448,1555,2003
1,487,783,288,487,775
1,1555,2443,375,1555,1930
4,1083,1701,1043,4332,5375
1,2171,3578,1335,2171,3506
3,1252,2295,2234,3756,5990
1,1252,2295,538,1252,1790
3,1555,2443,1638,4665,6303
1,713,1120,385,713,1098
1,487,783,186,487,673
1,1083,1701,584,1083,1667
1,487,783,194,487,681
2,344,540,349,688,1037
1,1252,2295,745,1252,1997
2,1266,2320,1922,2532,4454
3,308,565,703,924,1627
1,1252,2295,997,1252,2249
4,1519,2443,2328,6076,8404
4,1519,2443,3501,6076,9577
1,487,783,280,487,767
1,713,1120,205,713,918
3,713,1120,1087,2139,3226
2,713,1120,500,1426,1926
2,2171,3578,2671,4342,7013
1,2171,3578,1335,2171,3506
4,1252,2295,3805,5008,8813
3,420,769,1001,1260,2261
3,1252,2295,2991,3756,6747
3,487,783,371,1461,1832
1,713,1120,161,713,874
2,1083,1701,692,2166,2858
2,1083,1701,794,2166,2960
2,344,540,154,688,842
3,344,540,232,1032,1264
1,344,540,191,344,535
4,2171,3578,3767,8684,12451
3,344,540,232,1032,1264
3,487,783,841,1461,2302
1,344,540,191,344,535
1,1252,2295,630,1252,1882
1,1266,2320,567,1266,1833
1,344,540,99,344,443
4,1519,2443,2328,6076,8404
1,487,783,194,487,681
4,713,1120,687,2852,3539
1,420,769,334,420,754
1,2171,3578,620,2171,2791
2,1555,2443,1678,3110,4788
3,1083,1701,1752,3249,5001
1,2171,3578,1157,2171,3328
1,344,540,77,344,421
2,1083,1701,488,2166,2654
3,1555,2443,1345,4665,6010
1,1083,1701,397,1083,1480
2,344,540,219,688,907
4,2171,3578,5485,8684,14169
4,1252,2295,2979,5008,7987
1,1266,2320,752,1266,2018
1,1252,2295,492,1252,1744
1,713,1120,385,713,1098
1,1555,2443,497,1555,2052
3,2171,3578,4006,6513,10519
1,2171,3578,1371,2171,3542
1,295,540,240,295,535
4,420,769,996,1680,2676
1,2171,3578,548,2171,2719
3,713,1120,751,2139,2890
2,1083,1701,760,2166,2926
2,487,783,388,974,1362
1,713,1120,396,713,1109
1,2171,3578,1335,2171,3506
1,1266,2320,752,1266,2018
4,2171,3578,3624,8684,12308
1,1519,2443,875,1519,2394
1,2171,3578,1157,2171,3328
4,487,783,1121,1948,3069
1,487,783,280,487,767
2,1555,2443,1141,3110,4251
4,713,1120,1001,2852,3853
4,1519,2443,3598,6076,9674
3,713,1120,616,2139,2755
1,1266,2320,1031,1266,2297
4,420,769,1273,1680,2953
2,2171,3578,2528,4342,6870
1,1555,2443,790,1555,2345
1,344,540,126,344,470
4,344,540,503,1376,1879
3,1083,1701,1191,3249,4440
1,344,540,185,344,529
2,713,1120,792,1426,2218
4,2171,3578,5342,8684,14026
1,2171,3578,1335,2171,3506
1,2171,3578,1335,2171,3506
4,1519,2443,3012,6076,9088
4,344,540,309,1376,1685
4,2171,3578,2479,8684,11163
1,1083,1701,397,1083,1480
1,713,1120,172,713,885
1,295,540,223,295,518
4,1266,2320,3845,5064,8909
4,1519,2443,1546,6076,7622
2,1519,2443,969,3038,4007
2,713,1120,769,1426,2195
3,2171,3578,4006,6513,10519
2,344,540,349,688,1037
1,2171,3578,763,2171,2934
1,2171,3578,978,2171,3149
1,1555,2443,570,1555,2125
1,1555,2443,790,1555,2345
1,1555,2443,570,1555,2125
3,1083,1701,782,3249,4031
2,1266,2320,2015,2532,4547
1,1266,2320,636,1266,1902
1,295,540,148,295,443
3,1555,2443,2591,4665,7256
3,487,783,371,1461,1832
1,487,783,280,487,767
2,1555,2443,1434,3110,4544
1,2171,3578,620,2171,2791
2,713,1120,388,1426,1814
1,1266,2320,683,1266,1949
3,2171,3578,3470,6513,9983
2,487,783,529,974,1503
1,1555,2443,570,1555,2125
1,487,783,288,487,775
1,295,540,234,295,529
1,420,769,334,420,754
3,2171,3578,3792,6513,10305
1,1555,2443,790,1555,2345
1,344,540,77,344,421
4,2171,3578,3767,8684,12451
1,2171,3578,835,2171,3006
1,2171,3578,620,2171,2791
4,1519,2443,3598,6076,9674
1,2171,3578,1335,2171,3506
1,1266,2320,683,1266,1949
1,713,1120,385,713,1098
1,2171,3578,835,2171,3006
2,713,1120,523,1426,1949
1,1083,1701,397,1083,1480
2,1083,1701,760,2166,2926
1,1519,2443,826,1519,2345
1,2171,3578,548,2171,2719
1,1555,2443,497,1555,2052
3,713,1120,751,2139,2890
2,344,540,219,688,907
3,1266,2320,2257,3798,6055
1,1266,2320,1008,1266,2274
3,1252,2295,2165,3756,5921
2,2171,3578,2671,4342,7013
4,1519,2443,2328,6076,8404
1,1555,2443,790,1555,2345
3,1555,2443,1491,4665,6156
1,1555,2443,375,1555,1930
2,2171,3578,2671,4342,7013
1,2171,3578,1371,2171,3542
1,1266,2320,752,1266,2018
4,1266,2320,3010,5064,8074
1,1266,2320,961,1266,2227
1,713,1120,161,713,874
1,2171,3578,620,2171,2791
1,487,783,194,487,681
1,1555,2443,497,1555,2052
1,1555,2443,570,1555,2125
2,2171,3578,2671,4342,7013
1,308,565,184,308,492
1,1266,2320,567,1266,1833
2,1252,2295,1076,2504,3580
1,1519,2443,753,1519,2272
2,344,540,154,688,842
4,713,1120,822,2852,3674
2,344,540,370,688,1058
1,1519,2443,900,1519,2419
1,344,540,185,344,529
3,1266,2320,3023,3798,6821
1,2171,3578,1335,2171,3506
1,2171,3578,1335,2171,3506
1,2171,3578,1264,2171,3435
3,487,783,747,1461,2208
1,1555,2443,351,1555,1906
1,713,1120,385,713,1098
1,713,1120,261,713,974
1,1555,2443,546,1555,2101
1,1519,2443,826,1519,2345
1,1083,1701,261,1083,1344
1,713,1120,161,713,874
1,713,1120,385,713,1098
4,344,540,741,1376,2117
1,1266,2320,613,1266,1879
1,1266,2320,1008,1266,2274
1,1252,2295,630,1252,1882
1,1555,2443,448,1555,2003
3,1083,1701,1038,3249,4287
2,713,1120,769,1426,2195
2,1083,1701,692,2166,2858
4,344,540,762,1376,2138
1,1519,2443,900,1519,2419
3,420,769,955,1260,2215
2,487,783,561,974,1535
1,1083,1701,244,1083,1327
1,1083,1701,244,1083,1327
1,713,1120,250,713,963
1,1555,2443,864,1555,2419
4,344,540,698,1376,2074
4,1266,2320,3845,5064,8909
1,308,565,167,308,475
3,295,540,719,885,1604
4,1252,2295,1969,5008,6977
3,2171,3578,2289,6513,8802
1,713,1120,385,713,1098
4,1083,1701,1043,4332,5375
1,344,540,110,344,454
1,1519,2443,900,1519,2419
1,1555,2443,864,1555,2419
2,487,783,576,974,1550
4,344,540,395,1376,1771
1,1266,2320,752,1266,2018
3,2171,3578,4006,6513,10519
3,487,783,371,1461,1832
3,344,540,556,1032,1588
1,1083,1701,397,1083,1480
1,344,540,185,344,529
1,713,1120,396,713,1109
1,713,1120,261,713,974
1,1083,1701,550,1083,1633
4,487,783,1153,1948,3101
1,2171,3578,1335,2171,3506
2,1252,2295,1076,2504,3580
4,2171,3578,5342,8684,14026
4,2171,3578,3624,8684,12308
1,1555,2443,864,1555,2419
4,344,540,330,1376,1706
2,713,1120,769,1426,2195
1,2171,3578,906,2171,3077
1,344,540,174,344,518
1,1266,2320,1008,1266,2274
2,1252,2295,1489,2504,3993
1,1555,2443,375,1555,1930
3,1083,1701,1038,3249,4287
1,713,1120,261,713,974
1,1083,1701,550,1083,1633
1,2171,3578,1335,2171,3506
1,344,540,110,344,454
3,308,565,551,924,1475
3,1083,1701,1497,3249,4746
3,713,1120,1154,2139,3293
1,713,1120,261,713,974
1,1252,2295,630,1252,1882
1,2171,3578,1157,2171,3328
3,1555,2443,1125,4665,5790
1,713,1120,261,713,974
1,1555,2443,864,1555,2419
1,1266,2320,683,1266,1949
1,295,540,234,295,529
4,1266,2320,4030,5064,9094
1,2171,3578,548,2171,2719
1,1555,2443,497,1555,2052
3,713,1120,683,2139,2822
3,1555,2443,1125,4665,5790
3,713,1120,1187,2139,3326
1,1519,2443,900,1519,2419
1,1252,2295,951,1252,2203
3,1266,2320,2048,3798,5846
3,1266,2320,1700,3798,5498
3,1252,2295,2234,3756,5990
1,1266,2320,1008,1266,2274
2,2171,3578,1240,4342,5582
1,1519,2443,582,1519,2101
1,1555,2443,619,1555,2174
1,2171,3578,835,2171,3006
1,344,540,126,344,470
4,713,1120,822,2852,3674
4,2171,3578,2622,8684,11306
1,1266,2320,1031,1266,2297
1,1266,2320,961,1266,2227
3,1252,2295,1614,3756,5370
2,2171,3578,2671,4342,7013
1,713,1120,161,713,874
1,1555,2443,839,1555,2394
3,2171,3578,1860,6513,8373
4,713,1120,1046,2852,3898
4,344,540,762,1376,2138
2,2171,3578,2671,4342,7013
1,1266,2320,1008,1266,2274
1,2171,3578,620,2171,2791
1,344,540,77,344,421
2,1519,2443,822,3038,3860
1,487,783,288,487,775
1,1555,2443,497,1555,2052
1,713,1120,362,713,1075
2,713,1120,769,1426,2195
1,2171,3578,1371,2171,3542
1,344,540,126,344,470
1,344,540,174,344,518
2,1519,2443,1799,3038,4837
2,1252,2295,1076,2504,3580
1,1266,2320,544,1266,1810
3,1519,2443,2625,4557,7182
4,2171,3578,2193,8684,10877
3,1555,2443,1345,4665,6010
1,308,565,138,308,446
1,1266,2320,567,1266,1833
1,1266,2320,1008,1266,2274
1,713,1120,385,713,1098
4,713,1120,1046,2852,3898
1,713,1120,261,713,974
1,344,540,191,344,535
1,1083,1701,261,1083,1344
3,1519,2443,2699,4557,7256
3,2171,3578,4114,6513,10627
3,308,565,551,924,1475
3,1266,2320,2257,3798,6055
2,1266,2320,1087,2532,3619
1,344,540,83,344,427
3,344,540,523,1032,1555
4,344,540,698,1376,2074
1,713,1120,228,713,941
2,1519,2443,1799,3038,4837
1,1266,2320,892,1266,2158
1,1252,2295,538,1252,1790
3,2171,3578,3470,6513,9983
1,344,540,174,344,518
2,487,783,561,974,1535
1,713,1120,261,713,974
1,344,540,120,344,464
1,713,1120,396,713,1109
1,1519,2443,900,1519,2419
2,1519,2443,1799,3038,4837
4,2171,3578,5342,8684,14026
4,1266,2320,3566,5064,8630
3,1555,2443,2371,4665,7036
4,2171,3578,5056,8684,13740
1,2171,3578,1157,2171,3328
1,713,1120,362,713,1075
4,1083,1701,2200,4332,6532
1,344,540,126,344,470
1,344,540,185,344,529
1,1083,1701,346,1083,1429
1,1519,2443,900,1519,2419
1,344,540,83,344,427
4,713,1120,1449,2852,4301
4,1266,2320,2267,5064,7331
1,1266,2320,683,1266,1949
2,1555,2443,1092,3110,4202
1,487,783,265,487,752
3,713,1120,1154,2139,3293
1,1555,2443,448,1555,2003
2,344,540,349,688,1037
2,713,1120,724,1426,2150
1,344,540,126,344,470
2,2171,3578,1240,4342,5582
1,308,565,138,308,446
1,1266,2320,729,1266,1995
3,295,540,524,885,1409
4,2171,3578,3767,8684,12451
1,1519,2443,387,1519,1906
2,713,1120,769,1426,2195
1,713,1120,161,713,874
1,487,783,280,487,767
2,1555,2443,750,3110,3860
1,344,540,174,344,518
2,1266,2320,1366,2532,3898
1,1555,2443,375,1555,1930
2,344,540,370,688,1058
1,1083,1701,550,1083,1633
2,344,540,252,688,940
4,1252,2295,2979,5008,7987
3,1266,2320,1909,3798,5707
1,1252,2295,882,1252,2134
1,487,783,280,487,767
1,2171,3578,656,2171,2827
3,713,1120,616,2139,2755
1,1519,2443,606,1519,2125
1,1555,2443,497,1555,2052
2,344,540,370,688,1058
3,344,540,523,1032,1555
2,344,540,381,688,1069
2,308,565,469,616,1085
4,1252,2295,2887,5008,7895
2,2171,3578,1240,4342,5582
3,713,1120,1087,2139,3226
1,1519,2443,875,1519,2394
1,713,1120,161,713,874
2,1519,2443,1506,3038,4544
2,1555,2443,1434,3110,4544
2,487,783,388,974,1362
1,1555,2443,570,1555,2125
2,344,540,381,688,1069
1,1252,2295,745,1252,1997
4,1252,2295,2152,5008,7160
2,2171,3578,1812,4342,6154
4,2171,3578,5056,8684,13740
1,2171,3578,763,2171,2934
1,713,1120,385,713,1098
3,487,783,371,1461,1832
4,487,783,965,1948,2913
1,1083,1701,244,1083,1327
1,1083,1701,550,1083,1633
3,344,540,556,1032,1588
3,713,1120,515,2139,2654
1,344,540,174,344,518
2,1252,2295,1122,2504,3626
1,1266,2320,1008,1266,2274
1,2171,3578,1264,2171,3435
1,487,783,186,487,673
4,1555,2443,3161,6220,9381
3,2171,3578,4114,6513,10627
1,713,1120,362,713,1075
4,344,540,438,1376,1814
3,2171,3578,4006,6513,10519
2,2171,3578,2671,4342,7013
1,2171,3578,1371,2171,3542
1,2171,3578,620,2171,2791
1,1555,2443,546,1555,2101
1,1519,2443,558,1519,2077
1,2171,3578,1264,2171,3435
1,713,1120,385,713,1098
1,487,783,124,487,611
4,487,783,1121,1948,3069
1,2171,3578,1335,2171,3506
2,1266,2320,1366,2532,3898
3,1266,2320,2396,3798,6194
3,1083,1701,1752,3249,5001
4,344,540,309,1376,1685
4,344,540,741,1376,2117
4,2171,3578,5342,8684,14026
4,295,540,526,1180,1706
1,1252,2295,1020,1252,2272
4,1083,1701,975,4332,5307
1,1083,1701,550,1083,1633
3,487,783,794,1461,2255
4,1083,1701,1587,4332,5919
1,713,1120,205,713,918
1,344,540,110,344,454
1,308,565,184,308,492
2,295,540,285,590,875
1,1266,2320,567,1266,1833
1,420,769,180,420,600
1,1252,2295,630,1252,1882
1,1519,2443,606,1519,2125
2,2171,3578,1669,4342,6011
1,1555,2443,497,1555,2052
1,1555,2443,570,1555,2125
3,344,540,556,1032,1588
1,1083,1701,550,1083,1633
1,1555,2443,864,1555,2419
2,1266,2320,2015,2532,4547
3,1083,1701,935,3249,4184
1,1083,1701,397,1083,1480
1,1555,2443,448,1555,2003
3,1555,2443,2371,4665,7036
4,1555,2443,2282,6220,8502
3,713,1120,1154,2139,3293
1,1555,2443,448,1555,2003
4,2171,3578,5342,8684,14026
1,1252,2295,745,1252,1997
1,1252,2295,630,1252,1882
2,1519,2443,969,3038,4007
1,1555,2443,570,1555,2125
1,1555,2443,375,1555,1930
2,1555,2443,1141,3110,4251
1,344,540,77,344,421
1,344,540,174,344,518
1,1252,2295,745,1252,1997
1,1519,2443,826,1519,2345
1,1555,2443,570,1555,2125
1,344,540,174,344,518
2,713,1120,411,1426,1837
1,344,540,110,344,454
1,713,1120,362,713,1075
1,1083,1701,550,1083,1633
3,1555,2443,1711,4665,6376
1,344,540,174,344,518
1,1555,2443,497,1555,2052
1,344,540,185,344,529
3,1083,1701,1038,3249,4287
1,344,540,174,344,518
3,344,540,296,1032,1328
3,1083,1701,935,3249,4184
3,1252,2295,2854,3756,6610
1,1252,2295,630,1252,1882
3,1519,2443,1453,4557,6010
1,1555,2443,448,1555,2003
1,1555,2443,717,1555,2272
4,1083,1701,2200,4332,6532
4,1555,2443,1988,6220,8208
2,2171,3578,2742,4342,7084
1,713,1120,261,713,974
3,1266,2320,1909,3798,5707
1,1266,2320,683,1266,1949
3,420,769,539,1260,1799
2,1252,2295,1994,2504,4498
2,1083,1701,488,2166,2654
1,1083,1701,550,1083,1633
